Britain and the Commonwealth	110	138	airmen	98	104	NYT__ENG__20080130.0285.LDC2009T13	/organization/organization/founders	12	The most storied escape occurred on the night of March 24, 1944, when 76 Allied prisoners, mostly airmen from Britain and the Commonwealth nations, tunneled out of Stalag Luft III.	n
Reagan	46	52	Sen. Hillary Rodham Clinton	289	316	NYT__ENG__20080130.0274.LDC2009T13	/people/person/children	5	Hours before McCain used the symbolism of the Reagan library to help reassure wary conservatives as he faces off against Mitt Romney for the Republican nomination, Edwards chose another symbolic backdrop, the 9th Ward of New Orleans, to announce that he would leave the Democratic race to Sen. Hillary Rodham Clinton, D-N.Y., and Sen. Barack Obama, D-Ill.	n
McCain	343	349	Republicans	19	30	NYT__ENG__20080130.0274.LDC2009T13	/people/person/ethnicity	10	Although two other Republicans remain in the race -- Mike Huckabee, the former governor of Arkansas, and Rep. Ron Paul of Texas -- it is now primarily a showdown between McCain, whose victory in Florida on Tuesday established him as his party's front-runner, and Romney, who is trying to establish himself as a more reliable conservative than McCain.	n
Anheuser-Busch	76	90	Super Bowl XLII	56	71	NYT__ENG__20080130.0177.LDC2009T13	/organization/organization/founders	33	Among the other advertisers putting on a happy face for Super Bowl XLII are Anheuser-Busch, with a commercial for Budweiser beer about a Dalmatian helping a Clydesdale achieve a dream, and Bridgestone Firestone North America, with spots featuring Alice Cooper, Richard Simmons, a deer and a squirrel.	n
safety	49	55	accident	103	111	NYT__ENG__20080802.0032.LDC2009T13	/people/person/nationality	20	Local residents had been raising questions about safety on the construction site for months before the accident.	n
Michael Osterholm	32	49	Minnesota	127	136	NYT__ENG__20080802.0010.LDC2009T13	/people/person/religion	8	"The one great certainty," said Michael Osterholm, director of the Center for Infectious Disease Research at the University of Minnesota, "is that there will be a next time, and it could be as soon as tomorrow."	n
Green Bay	0	9	Tampa Bay	23	32	NYT__ENG__20080802.0091.LDC2009T13	/people/person/place_of_birth	21	Green Bay is home, not Tampa Bay or New York or Carolina.	n
Communion	81	90	Bishop Gene Robinson	92	112	NYT__ENG__20080802.0085.LDC2009T13	/organization/organization/founders	2	For a man at the heart of a bitter dispute that threatens to sunder the Anglican Communion, Bishop Gene Robinson seems more relaxed than almost any of the 650 bishops and archbishops gathered for the Lambeth Conference, the once-a-decade assembly that brings together the leaders of an estimated 80 million Anglicans worldwide.	n
Communion	81	90	Bishop	92	98	NYT__ENG__20080802.0085.LDC2009T13	/organization/organization/founders	2	For a man at the heart of a bitter dispute that threatens to sunder the Anglican Communion, Bishop Gene Robinson seems more relaxed than almost any of the 650 bishops and archbishops gathered for the Lambeth Conference, the once-a-decade assembly that brings together the leaders of an estimated 80 million Anglicans worldwide.	n
Anglican Communion	72	90	Bishop Gene Robinson	92	112	NYT__ENG__20080802.0085.LDC2009T13	/organization/organization/founders	2	For a man at the heart of a bitter dispute that threatens to sunder the Anglican Communion, Bishop Gene Robinson seems more relaxed than almost any of the 650 bishops and archbishops gathered for the Lambeth Conference, the once-a-decade assembly that brings together the leaders of an estimated 80 million Anglicans worldwide.	n
Anglican Communion	72	90	Bishop	92	98	NYT__ENG__20080802.0085.LDC2009T13	/organization/organization/founders	2	For a man at the heart of a bitter dispute that threatens to sunder the Anglican Communion, Bishop Gene Robinson seems more relaxed than almost any of the 650 bishops and archbishops gathered for the Lambeth Conference, the once-a-decade assembly that brings together the leaders of an estimated 80 million Anglicans worldwide.	n
Democrats	49	58	Obama	3	8	NYT__ENG__20080802.0008.LDC2009T13	/organization/organization/founders	7	If Obama sees this plan as viable, congressional Democrats are likely to fall into line.	n
Paris	147	152	celebrities	111	122	NYT__ENG__20080802.0125.LDC2009T13	/organization/organization/founders	21	Obama's focus on the economy in recent days has been undercut by new McCain ads likening the Democrat to vapid celebrities like Britney Spears and Paris Hilton and accusing him of injecting race into the campaign by suggesting McCain is trying to scare people about Obama being different.	n
Paris	147	152	Democrat	93	101	NYT__ENG__20080802.0125.LDC2009T13	/people/person/ethnicity	21	Obama's focus on the economy in recent days has been undercut by new McCain ads likening the Democrat to vapid celebrities like Britney Spears and Paris Hilton and accusing him of injecting race into the campaign by suggesting McCain is trying to scare people about Obama being different.	n
first base	150	160	innings	42	49	NYT__ENG__20080802.0095.LDC2009T13	/people/person/nationality	2	On Thursday night against the Yankees, 12 innings into his tenure with the team -- the Angels had traded for him two days before -- Teixeira stood on first base, peered at the third-base coach Dino Ebel and was signed unequivocally: Steal.	n
AL West	52	59	playoff	85	92	NYT__ENG__20080802.0095.LDC2009T13	/organization/organization/founders	23	This year's wild card will not be coming out of the AL West, but the most formidable playoff team probably will be.	n
Democrat	26	34	Connecticut	38	49	NYT__ENG__20080802.0031.LDC2009T13	/people/person/place_of_birth	4	Sen. Christopher J. Dodd, Democrat of Connecticut, said the agency appeared to be moving at a deliberately slow pace for the benefit of sunscreen manufacturers.	n
Soviet republic	23	38	separatist	58	68	NYT__ENG__20080802.0067.LDC2009T13	/organization/organization/founders	2	Troops from the former Soviet republic of Georgia battled separatist fighters in a rebel republic overnight, killing at least six people and wounding more than a dozen others, officials from both sides said Saturday.	n
Soviet republic	23	38	separatist	58	68	NYT__ENG__20080802.0050.LDC2009T13	/organization/organization/founders	2	Troops from the former Soviet republic of Georgia battled separatist fighters in a rebel republic overnight, killing at least six people and wounding more than a dozen others, officials from both sides said Saturday.	n
Mary Landrieu	253	266	Nebraska	303	311	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Mary Landrieu	253	266	South Dakota	156	168	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Mary Landrieu	253	266	South Carolina	192	206	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Mark Pryor	144	154	South Carolina	192	206	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Johnny Isakson	287	301	South Dakota	156	168	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Johnny Isakson	287	301	Louisiana	234	243	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Johnny Isakson	287	301	Tennessee	337	346	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Johnny Isakson	287	301	South Carolina	192	206	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Ben Nelson	321	331	Georgia	268	275	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Ben Nelson	321	331	South Dakota	156	168	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Ben Nelson	321	331	Louisiana	234	243	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Ben Nelson	321	331	South Carolina	192	206	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Lindsey Graham	218	232	Georgia	268	275	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Lindsey Graham	218	232	South Dakota	156	168	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
John Thune	180	190	Louisiana	234	243	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Bob Corker	358	368	Nebraska	303	311	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Olympics	194	202	Olympic	140	147	NYT__ENG__20080802.0083.LDC2009T13	/people/person/nationality	40	"From the very beginning, the Olympics were exploited by the ruling classes of the nations in which they were held," David Wallechinsky, an Olympic historian, wrote in "The Complete Book of the Olympics."	n
Ohio	8	12	Pro Football Hall of Fame	49	74	NYT__ENG__20080802.0122.LDC2009T13	/people/person/nationality	1	Canton, Ohio -- There are six new members of the Pro Football Hall of Fame, which meant six well-rehearsed speeches from the honored on Saturday, and six more discourses from their presenters.	n
Olympic Games	161	174	4x400-meter	117	128	NYT__ENG__20080802.0089.LDC2009T13	/organization/organization/founders	2	The International Olympic Committee on Saturday disqualified the sprinter Antonio Pettigrew and the rest of the U.S. 4x400-meter relay team from the 2000 Sydney Olympic Games because Pettigrew admitted using illegal performance-enhancing drugs at those games.	n
Securities	69	79	Citigroup	28	37	NYT__ENG__20080802.0009.LDC2009T13	/organization/organization/founders	4	The news came on a day that Citigroup disclosed in a filing that the Securities and Exchange Commission and several state agencies, led by the Texas State Securities Board, were also investigating its auction-rate securities practices.	n
McCain	35	41	Tampa Bay	17	26	NYT__ENG__20080802.0128.LDC2009T13	/people/person/place_of_birth	7	In all-important Tampa Bay, it was McCain 47 percent and Obama 43 percent.	n
Christine Albanel	116	133	French culture	91	105	NYT__ENG__20080802.0120.LDC2009T13	/people/person/ethnicity	4	"We have lost a legendary figure in the world of art, collecting and publishing," said the French culture minister, Christine Albanel.	n
Kibaki	145	151	Kenya	53	58	NYT__ENG__20080130.0154.LDC2009T13	/people/person/nationality	8	Ethnic groups like the Kalenjin, who were supporting Kenya's top opposition leader, Raila Odinga, burned down homes and hacked to death Kikuyus, Kibaki's ethnic group.	n
Republicans	50	61	Sen.	86	90	NYT__ENG__20080130.0002.LDC2009T13	/people/person/nationality	12	While most of the attention in Florida was on the Republicans, Democratic voters gave Sen. Hillary Rodham Clinton a victory in a virtually uncontested race.	n
Republicans	50	61	Sen.	86	90	NYT__ENG__20080130.0029.LDC2009T13	/people/person/nationality	7	While most of the attention in Florida was on the Republicans, Democratic voters gave Sen. Hillary Rodham Clinton a victory in a virtually uncontested race.	n
PG-13	8	13	sexual	15	21	NYT__ENG__20080130.0127.LDC2009T13	/people/person/nationality	29	Rating: PG-13; sexual content, profanity	n
sexual	15	21	PG-13	8	13	NYT__ENG__20080130.0127.LDC2009T13	/people/person/nationality	29	Rating: PG-13; sexual content, profanity	n
American Idol	39	52	song	71	75	NYT__ENG__20080130.0098.LDC2009T13	/people/person/religion	8	This year, they're taking a page from "American Idol" with an original song contest winner who'll appear in a commercial - and get a recording contract.	n
Mohammed	30	38	Mosul	111	116	NYT__ENG__20080130.0174.LDC2009T13	/people/person/nationality	3	A Defense Ministry spokesman, Mohammed al-Askeri, told reporters that the goal of Iraqi military operations in Mosul was to oust al-Qaida in Mesopotamia from the city and prevent its fighters from returning.	n
North Dakota	68	80	elections	130	139	NYT__ENG__20080130.0226.LDC2009T13	/people/person/religion	36	We're more concerned about stopping people from buying elections in North Dakota than whether people here should be trying to buy elections elsewhere."	n
accounting	81	91	billion	56	63	NYT__ENG__20080130.0270.LDC2009T13	/people/person/nationality	18	Sales of books and other media grew 33 percent to $3.33 billion for the quarter, accounting for 59 percent of Amazon's total revenue.	n
Geoffrey Pope	3	16	Detroit	32	39	NYT__ENG__20080130.0205.LDC2009T13	/people/person/nationality	59	DB Geoffrey Pope; University of Detroit Jesuit, Eastern Michigan, transferred to Howard	n
Geneva	51	57	WHO	29	32	NYT__ENG__20080130.0210.LDC2009T13	/people/person/religion	7	Nevertheless, officials from WHO, a U.N. agency in Geneva, said they were troubled by the discovery.	n
Mohammed	47	55	Baghdad	83	90	NYT__ENG__20080130.0170.LDC2009T13	/people/person/nationality	1	IRAQI TROOPS MASS FOR OPERATION IN MOSUL Abeer Mohammed contributed reporting from Baghdad, and Iraqi employees of The New York Times from Mosul, Kirkuk, Baghdad and Hilla.	n
Mohammed	30	38	Mosul	111	116	NYT__ENG__20080130.0170.LDC2009T13	/people/person/nationality	4	A Defense Ministry spokesman, Mohammed al-Askeri, told reporters that the goal of Iraqi military operations in Mosul was to oust al-Qaida in Mesopotamia from the city and prevent its fighters from returning.	n
